lead_id,fecha_registro,canal,empresa_id,punto_venta_id,nombre_cliente,telefono,email,ciudad,modelo_interes_texto,estado_gestion,fecha_primer_contacto,campania
LD-00726,2026-08-21 15:10:00,WhatsApp,EMP-03,PV-011,Erika Castaño Pérez,305 436 9682,erika.castano54@gmail.com,Bogotá,Suzuki V-Strom 250,No contesta,,Prima Extra
LD-00727,22-08-2026,WhatsApp,EMP-02,PV-009,Yesenia Betancur Bedoya,3044274114,yesenia.betancur65@outlook.com,SANTA MARTA,suzuki best 125,Cotización enviada,08/23/2026 18:54,
LD-00728,31/08/2026 09:42,WhatsApp,EMP-01,PV-005,Brayan Restrepo Pérez,314-538-1017,,Medellin,Hero Dash 110 2026,Sin gestión,,
LD-00729,2026-09-08 03:50:00,Formulario Web,EMP-02,PV-008,  Nelson Londoño Muñoz  , 3501054780 ,,CARTAGENA,AKT Dynamic R3 125,Sin gestión,,
LD-00730,2026-08-30 11:26:00,Meta Ads,EMP-02,PV-008,Adriana Gómez,(350) 887-6769,adriana.gomez83@hotmail.com,Cartagena,Boxer CT 100,No contesta,2026-08-30T17:26:00,Prima Extra
LD-00731,08/23/2026 05:50,WhatsApp,EMP-03,PV-014,Fabián Bedoya Mosquera, 3519120764 ,fabian.bedoya10@outlook.com,BOGOTA,TTR 200,Sin gestión,,Prima Extra
LD-00732,12-08-2026,Formulario Web,EMP-03,PV-012,  Wilmar Gómez Torres  ,3205370489,,Bogotá D.C.,BAJAJ PULSAR NS 125,Contactado,15/08/2026 04:18,
LD-00733,08/05/2026 08:14,Formulario Web,EMP-01,PV-002,Freddy Ospina Arias,304 787 4597,,Itagui,Honda Dio 110,sin gestion,,Retoma tu moto
LD-00734,09/09/2026 14:50,Formulario Web,EMP-02,PV-007,Yuliana Cardona Valencia,351-697-3266,yuliana.cardona72@gmail.com,SOLEDAD,Hunk 160R,Sin gestión,,Remate Modelos 2025
LD-00735,29/08/2026 21:38,WHATSAPP,EMP-01,PV-003,Freddy Quintero Salazar,316 416 6582,freddy.quintero46@gmail.com,bello,Honda  XR 150L,Sin gestión,,Remate Modelos 2025
LD-00736,31/08/2026 20:21,Formulario Web,EMP-01,PV-001,Estefanía Valencia Restrepo,311-811-0844,,medellin,AKT TTR 200,Cotización enviada,2026-09-03 20:21:00,Prima Extra
LD-00737,08/02/2026 16:50,WhatsApp,EMP-03,PV-011,NELSON GIRALDO PÉREZ,+57 313 7718909,nelson.giraldo37@yahoo.es,Bogotá D.C.,,Cotización enviada,03/08/2026 16:50,Retoma tu moto
LD-00738,26/08/2026 08:51,WHATSAPP,EMP-02,PV-007,LUISA VALENCIA MARÍN,573211246707,luisa.valencia97@gmail.com,SOLEDAD,Hero Eco Deluxe 100 2026,sin gestion,,Prima Extra
LD-00739,2026-08-30 20:14:00,whatsapp,EMP-02,PV-008,  Brayan Londoño Quintero  ,573140141348,brayan.londono35@hotmail.com,Cartagena de Indias,AKT Dynamic R3 125,Descartado,31/08/2026 20:14,Agosto Cero Cuotas
LD-00740,2026-08-11 09:55:00,Meta Ads,EMP-03,PV-015,Erika Osorio Escobar, 3168299364 ,,SOACHA,Suzuki Gixxer 150,Contactado,12/08/2026 03:55,Prima Extra
LD-00741,04-08-2026,WhatsApp,EMP-03,PV-011,Julián Restrepo Betancur,322 150 5420,julian.restrepo12@gmail.com,bogotá,Bajaj Pulsar NS 125,Sin gestión,,Feria de Motos 2026
LD-00742,2026-08-10 15:38:00,WhatsApp,EMP-01,PV-001,  Alexander Mosquera Giraldo  ,573182978207,alexander.mosquera9@yahoo.es,Medellin,Suzuki GN 125,Descartado,11/08/2026 09:38,Retoma tu moto
LD-00743,2026-08-24 14:14:00,WhatsApp,EMP-01,PV-003,  Fabián Ramírez Salazar  ,323 241 2298,fabian.ramirez53@outlook.com,Bello,Bajaj Discover 125,Descartado,2026-08-24 16:14:00,
LD-00744,2026-08-10 14:35:00,FORMULARIO WEB,EMP-03,PV-011,Mónica Torres Arias,(320) 044-3193,,BOGOTA,GN 125,SIN GESTION,,Retoma tu moto
LD-00745,2026-08-08 13:17:00,WhatsApp,EMP-02,PV-008,SANDRA MILENA MOSQUERA HERRERA,573511635855,,CARTAGENA,Bajaj Pulsar NS 125,Cotización enviada,2026-08-08T15:17:00,
LD-00746,2026-08-02 02:55:00,Meta Ads,EMP-03,PV-015,Fabián Osorio Arias,323-426-6022,,SOACHA,bajaj discover 125,Sin gestión,,
LD-00747,08/10/2026 12:42,WhatsApp,EMP-01,PV-005,Sandra Milena Betancur Cardona,3509955591,sandra.betancur40@yahoo.es,medellin,,sin gestion,,Prima Extra
LD-00748,2026-08-26 00:41:00,WhatsApp,EMP-03,PV-011,Jorge Iván Salazar Ramírez,+57 301 4852240,,,,Contactado,2026-08-26 18:41:00,Prima Extra
LD-00749,2026-08-17 08:18:00,WhatsApp,EMP-03,PV-013,  Jorge Iván Quintero Agudelo  ,316 062 6914,,Bogota,HERO ECO DELUXE 100,En proceso,18/08/2026 08:18,Retoma tu moto
LD-00750,15/08/2026 20:00,WhatsApp,EMP-03,PV-015,NELSON ESCOBAR CARDONA, 3048824330 ,nelson.escobar26@hotmail.com,SOACHA,V-Strom 250,SIN GESTION,,Retoma tu moto
LD-00751,10/08/2026 01:29,WhatsApp,EMP-02,PV-006,  Camilo Ramírez Valencia  ,3121554059,camilo.ramirez81@gmail.com,barranquilla,Hero Dash,SIN GESTION,,Agosto Cero Cuotas
LD-00752,2026-08-13T23:43:00,meta ads,EMP-01,PV-001,Katherine Gómez Torres,3513425954,katherine.gomez81@hotmail.com,Medellín,Suzuki Best 125,Contactado,16/08/2026 23:43,Feria de Motos 2026
LD-00753,15-08-2026,WhatsApp,EMP-03,PV-012,Óscar David Vargas Pérez,3513680668,,Bogota,hero hunk 160r,Descartado,2026-08-17 01:15:00,Feria de Motos 2026
LD-00754,2026-08-07 20:20:00,WhatsApp,EMP-01,PV-001,Angie Paola Betancur Rodríguez,302-136-8697,,Medellín ,Hero Eco Deluxe 100,En proceso,08/08/2026 02:20,Remate Modelos 2025
LD-00755,2026-08-18 22:32:00,WhatsApp,EMP-01,PV-004,  Mónica Pérez Franco  ,3135735661,monica.perez6@yahoo.es,Rio Negro,Honda Navi,No contesta,19/08/2026 02:32,Retoma tu moto
LD-00756,09-08-2026,WHATSAPP,EMP-02,PV-007,Luisa Mosquera Bedoya,314 584 9180,,Soledad,Dash 110,Contactado,10-08-2026,Retoma tu moto
LD-00757,08-08-2026,WhatsApp,EMP-01,PV-003,Jhon Jairo Arias Arias,3143398692,jhon.arias39@hotmail.com,bello,Dominar 400,No contesta,09/08/2026 23:47,Retoma tu moto
LD-00758,19/08/2026 22:51,WhatsApp,EMP-01,PV-001,  Jhon Jairo Restrepo Ospina  ,3510143318,jhon.restrepo95@hotmail.com,Medellín,Suzuki,sin gestion,,Feria de Motos 2026
LD-00759,2026-09-04T00:03:00,Meta Ads,EMP-03,PV-011,Nelson Rodríguez Castaño,3120324065,nelson.rodriguez14@outlook.com,BOGOTA,BAJAJ DISCOVER 125,En proceso,,
LD-00760,2026-09-01T03:54:00,WhatsApp,EMP-02,PV-006,  Freddy Herrera Bedoya  ,3205827190,freddy.herrera36@hotmail.com,B/quilla,,En proceso,09/01/2026 05:54,Agosto Cero Cuotas
LD-00761,2026-09-07 01:56:00,WhatsApp,EMP-03,PV-014,Adriana Salazar Rodríguez,321-079-3506,adriana.salazar57@hotmail.com,Bogotá,HONDA XR 150L,Descartado,,Remate Modelos 2025
LD-00762,09/06/2026 13:32,WhatsApp,EMP-01,PV-005,Nelson Castaño Pérez,3051782293,nelson.castano20@yahoo.es,Medellin,TTR 200,Cotización enviada,09/07/2026 13:32,
LD-00763,2026-08-17 06:25:00,Meta Ads,EMP-01,PV-003,Adriana Rodríguez Vargas,3059920816,adriana.rodriguez39@hotmail.com,Bello,Hero,Contactado,,Agosto Cero Cuotas
LD-00764,2026-08-06T01:11:00,WhatsApp,EMP-01,PV-005,Luisa Quintero Giraldo,3015409384,luisa.quintero47@hotmail.com,,Hero Xpulse 200,Descartado,2026-08-06 05:11:00,
LD-00765,08/20/2026 16:30,WhatsApp,EMP-03,PV-011,Vanessa Pérez Castaño,+57 320 3215784,vanessa.perez54@gmail.com,Bogota DC,Honda CB 190R,contactado,2026-08-21 16:30:00,Feria de Motos 2026
LD-00766,07/09/2026 12:52,WhatsApp,EMP-03,PV-013,Erika Jiménez Agudelo,3227874706,,Bogota,AKT EVO RS 150,Cotización enviada,2026-09-07 14:52:00,
LD-00767,03-09-2026,WhatsApp,EMP-03,PV-013,Claudia Patricia Quintero Vargas,311-529-1155,,Bogotá,Honda,Contactado,2026-09-05 07:14:00,
LD-00768,2026-09-05 17:05:00,WhatsApp,EMP-03,PV-012,Wilmar Giraldo Salazar,(317) 041-7915,wilmar.giraldo37@outlook.com,Bogotá D.C.,Hero Eco Deluxe 100,En proceso,05/09/2026 19:05,Prima Extra
LD-00769,30/08/2026 19:25,Formulario Web,EMP-01,PV-003,C. Vargas Correa,3149634001,,BELLO,Bajaj Pulsar NS 160 2026,sin gestion,,Agosto Cero Cuotas
LD-00770,28/08/2026 17:19,WhatsApp,EMP-01,PV-004,Alexander Castaño Muñoz, 3159484997 ,,Rionegro,Honda XRE 300 2026,Cotización enviada,2026-08-28 18:19:00,Retoma tu moto
LD-00771,2026-08-09 15:50:00,Meta Ads,EMP-02,PV-010,Estefanía Herrera Zapata,314 518 5948,estefania.herrera70@outlook.com,MONTERIA,Suzuki V-Strom 250,Contactado,08/10/2026 03:50,
LD-00772,2026-08-26T02:01:00,Meta Ads,EMP-02,PV-006,Kevin Mosquera Marín,304 650 6152,,barranquilla,Honda  XR 150L,En proceso,26-08-2026,
LD-00773,30-08-2026,Formulario Web,EMP-02,PV-006,Sebastián Muñoz Gómez, 3170538251 ,,Barranquilla,,Contactado,2026-08-31T01:07:00,Feria de Motos 2026
LD-00774,27-08-2026,WhatsApp,EMP-03,PV-011,Édinson Arias Franco,310 218 9113,edinson.arias36@outlook.com,Bogota,Hero Dash,No contesta,28-08-2026,Prima Extra
LD-00775,2026-08-21T16:24:00,WhatsApp,EMP-03,PV-012,Leidy Johana Franco Arias,(315) 149-8889,leidy.franco77@outlook.com,Bogota,akt ttr 200,sin gestion,,
LD-00776,2026-08-08T21:31:00,WhatsApp,EMP-03,PV-012,LILIANA PÉREZ RODRÍGUEZ,+57 320 6046478,liliana.perez72@yahoo.es,,akt dynamic r3 125,sin gestion,,
LD-00777,19/08/2026 11:38,Meta Ads,EMP-02,PV-009,Angie Paola Herrera Valencia, 3139539977 ,,Santa Marta,AKT TTR 200 2026,Sin gestión,,Agosto Cero Cuotas
LD-00778,04/08/2026 12:50,WhatsApp,EMP-01,PV-005,Julián Osorio Giraldo,+57 317 0115119,julian.osorio46@hotmail.com,Medellin,AKT Dynamic,Contactado,04-08-2026,Agosto Cero Cuotas
LD-00779,08/29/2026 04:48,WhatsApp,EMP-03,PV-011,Julián Muñoz Salazar,3211314168,julian.munoz11@gmail.com,Bogota,BAJAJ BOXER CT 100,no contesta,2026-08-29T10:48:00,Agosto Cero Cuotas
LD-00780,15-08-2026,Meta Ads,EMP-01,PV-002,Adriana Osorio Torres,3128183051,adriana.osorio25@outlook.com,Itagui,Bajaj,Sin gestión,,
LD-00781,05-09-2026,Formulario Web,EMP-01,PV-003,KATHERINE RAMÍREZ AGUDELO,3507400452,katherine.ramirez84@outlook.com,BELLO,Bajaj Dominar 400 2026,Sin gestión,,Feria de Motos 2026
LD-00782,2026-08-28T04:59:00,Meta Ads,EMP-02,PV-006,Natalia Torres Betancur,320 025 0429,natalia.torres11@outlook.com,Barranquilla,AKT,Sin gestión,,
LD-00783,07/08/2026 20:23,Formulario Web,EMP-01,PV-002,Luisa Restrepo Londoño,313 417 4574,,Itagüí,Honda CB 190R,Contactado,2026-08-08T00:23:00,Remate Modelos 2025
LD-00784,2026-08-21 16:17:00,WhatsApp,EMP-03,PV-014,Estefanía Gómez Valencia,+57 300 7639828,,Bogota DC,honda xr 150l,Descartado,2026-08-24T16:17:00,Remate Modelos 2025
LD-00785,12/08/2026 06:20,meta ads,EMP-01,PV-002,FREDDY ESCOBAR ESCOBAR,312-783-8653,freddy.escobar49@outlook.com,Itagüí,Bajaj Boxer CT 100,No contesta,12/08/2026 18:20,
LD-00786,12/08/2026 10:08,Formulario Web,EMP-03,PV-012,Liliana Bedoya Franco,573139377682,,BOGOTA,HONDA XRE 300,Descartado,12-08-2026,Feria de Motos 2026
LD-00787,2026-09-04 21:13:00,WhatsApp,EMP-03,PV-013,  Jhon Jairo Arias Arias  ,+57 314 3398692,jhon.arias30@yahoo.es,Bogota,akt dynamic r3 125,Sin gestión,,Remate Modelos 2025
LD-00788,09/08/2026 09:06,WhatsApp,EMP-01,PV-002,Yesenia Arias Restrepo, 3228094847 ,yesenia.arias58@outlook.com,Itagui,AKT  NKD 125,Descartado,09/08/2026 11:06,
LD-00789,2026-08-18 07:21:00,Meta Ads,EMP-03,PV-014,JUAN CARLOS CASTAÑO OSORIO,311 024 7003,,,Suzuki V-Strom 250,Contactado,08/18/2026 13:21,Remate Modelos 2025
LD-00790,2026-08-19 23:28:00,Formulario Web,EMP-03,PV-013,Liliana Hernández Londoño,+57 313 4444770,,Bogota,AKT Evo RS 150 2026,Cotización enviada,20-08-2026,Retoma tu moto
LD-00791,2026-08-17 05:26:00,Meta Ads,EMP-02,PV-006,Freddy Valencia Correa,3210077976,freddy.valencia66@yahoo.es,B/quilla,,Cotización enviada,,Agosto Cero Cuotas
LD-00792,09/09/2026 10:45,WhatsApp,EMP-02,PV-008,  Luisa Jiménez Hernández  ,3127187390,luisa.jimenez82@gmail.com,Cartagena de Indias,honda xre 300,Cotización enviada,09/11/2026 10:45,Remate Modelos 2025
LD-00793,13/08/2026 07:43,WhatsApp,EMP-02,PV-006,DUVÁN GÓMEZ MARÍN,3161979504,,B/quilla,honda xre 300,Cotización enviada,2026-08-14T07:43:00,Agosto Cero Cuotas
LD-00794,02/08/2026 02:28,META ADS,EMP-03,PV-013,  Luisa Agudelo Herrera  ,313-031-2521,luisa.agudelo10@yahoo.es,,BAJAJ DISCOVER 125,Contactado,08/03/2026 08:28,Prima Extra
LD-00795,2026-08-08 06:51:00,whatsapp,EMP-02,PV-010,Liliana Valencia Mosquera,320-652-9363,,Monteria,Suzuki GN 125 2026,Cotización enviada,08/08/2026 07:51,
LD-00796,05/08/2026 13:11,whatsapp,EMP-01,PV-003,Marcela Restrepo Restrepo,3231332160,marcela.restrepo56@yahoo.es,bello,bajaj pulsar ns 160,contactado,06-08-2026,Prima Extra
LD-00797,12-08-2026,WhatsApp,EMP-03,PV-015,FABIÁN MOSQUERA AGUDELO,318-342-0203,,Soacha,Honda Dio 110,Cotización enviada,12/08/2026 06:19,
LD-00798,2026-08-28 00:48:00,Meta Ads,EMP-02,PV-010,Angie Paola Gómez Ospina, 3506059192 ,,Monteria,Honda Dio,contactado,2026-08-28T06:48:00,Retoma tu moto
LD-00799,2026-08-22 15:32:00,Meta Ads,EMP-02,PV-006,Yesenia Cardona Bedoya,+57 313 8517688,,barranquilla,AKT,Sin gestión,,Agosto Cero Cuotas
LD-00800,31/08/2026 13:56,meta ads,EMP-03,PV-012,WILMAR FRANCO GÓMEZ,(302) 621-2106,,Bogota DC,Bajaj Pulsar RS 200,Contactado,09/01/2026 19:56,Retoma tu moto
LD-00801,2026-08-13T01:02:00,WhatsApp,EMP-03,PV-013,Liliana Vargas Londoño,3124362520,,Bogota,,Descartado,13-08-2026,Remate Modelos 2025
LD-00802,2026-09-04 13:25:00,WhatsApp,EMP-03,PV-011,Freddy Pérez Mosquera,+57 310 8454435,,BOGOTA,,No contesta,05-09-2026,Retoma tu moto
LD-00803,2026-08-04 13:51:00,Formulario Web,EMP-01,PV-002,  Duván Marín Jiménez  ,304 623 6808,duvan.marin44@hotmail.com,Itagüí,hero hunk 160r,Contactado,04/08/2026 19:51,
LD-00804,10-08-2026,WhatsApp,EMP-02,PV-010,SANDRA MILENA MOSQUERA RODRÍGUEZ,3173581705,sandra.mosquera33@yahoo.es,MONTERIA,AKT,En proceso,13-08-2026,
LD-00805,2026-08-13T00:06:00,WhatsApp,EMP-02,PV-009,JORGE IVÁN VALENCIA HERRERA,3000254108,jorge.valencia95@gmail.com,SANTA MARTA,Bajaj Boxer CT 100,En proceso,2026-08-13T04:06:00,Remate Modelos 2025
LD-00806,28-08-2026,Meta Ads,EMP-03,PV-013,Estefanía Salazar Londoño,+57 316 3050297,,Bogotá D.C.,Suzuki GN 125 2026,Sin gestión,,Remate Modelos 2025
LD-00807,08/29/2026 11:26,WhatsApp,EMP-01,PV-001,C. Restrepo Muñoz,313-169-8944,camilo.restrepo36@gmail.com,medellin,Pulsar NS 125,Cotización enviada,2026-08-31T11:26:00,Feria de Motos 2026
LD-00808,2026-08-01T19:23:00,META ADS,EMP-02,PV-006,Brayan Herrera Salazar,3138869430,,Barranquilla,honda cb 190r,No contesta,02/08/2026 13:23,Remate Modelos 2025
LD-00809,20-08-2026,Meta Ads,EMP-03,PV-015,Mónica Gómez Vargas,318 604 9728,monica.gomez62@hotmail.com,Soacha,AKT  Evo RS 150,Cotización enviada,21-08-2026,Agosto Cero Cuotas
LD-00810,01-09-2026,WhatsApp,EMP-02,PV-008,Angie Paola Salazar Franco,3011414755,angie.salazar17@hotmail.com,Cartagena,Hero Dash 110,No contesta,2026-09-02 01:49:00,
LD-00811,2026-08-03 17:52:00,WhatsApp,EMP-02,PV-008,  Juan Carlos Escobar Restrepo  ,+57 312 2549184,juan.escobar53@gmail.com,Cartagena de Indias,Suzuki,Descartado,08/07/2026 17:52,
LD-00812,2026-08-17 02:02:00,Meta Ads,EMP-03,PV-014,  Luisa Escobar Betancur  , 3010014717 ,luisa.escobar98@hotmail.com,Bogota,Honda  Dio 110,Contactado,17/08/2026 20:02,Retoma tu moto
LD-00813,2026-08-06T02:09:00,Meta Ads,EMP-01,PV-005,SEBASTIÁN ZAPATA RODRÍGUEZ,573023963064,,medellin,Honda Navi,Sin gestión,,Retoma tu moto
LD-00814,02/08/2026 22:48,WhatsApp,EMP-02,PV-010,Brayan Giraldo Cardona,350 603 5269,brayan.giraldo37@yahoo.es,Montería,AKT DYNAMIC R3 125,Cotización enviada,2026-08-03T04:48:00,
LD-00815,17/08/2026 21:27,WhatsApp,EMP-03,PV-013,ANDRÉS FELIPE ESCOBAR RESTREPO,351 914 7206,,Bogota DC,,Descartado,18/08/2026 21:27,
LD-00816,2026-08-17 12:49:00,Meta Ads,EMP-02,PV-007,  Adriana Betancur Herrera  ,314 958 0452,,Soledad,AKT NKD 125,sin gestion,,Feria de Motos 2026
LD-00817,11/08/2026 20:01,Meta Ads,EMP-01,PV-004,Carlos Mario Marín Gómez,302 631 7258,,Rionegro,Honda,Descartado,2026-08-12T02:01:00,
LD-00818,15/08/2026 10:45,Meta Ads,EMP-01,PV-003,Édinson Hernández Giraldo,351 772 5657,edinson.hernandez40@hotmail.com,BELLO,Hero,Descartado,08/15/2026 14:45,Remate Modelos 2025
LD-00819,2026-08-23 14:01:00,Formulario Web,EMP-01,PV-003,Freddy Jiménez Osorio,3518367009,,bello,AKT,sin gestion,,Retoma tu moto
LD-00820,08/11/2026 03:34,Meta Ads,EMP-03,PV-012,Katherine Valencia Herrera,(323) 275-3031,katherine.valencia3@yahoo.es,BOGOTA,Hero  Eco Deluxe 100,Descartado,08/12/2026 09:34,
LD-00821,2026-08-17 16:06:00,WhatsApp,EMP-02,PV-007,Erika Torres Ramírez,3221759304,erika.torres56@yahoo.es,Soledad,suzuki gn 125,sin gestion,,Prima Extra
LD-00822,2026-08-06T05:29:00,WhatsApp,EMP-03,PV-014,Cristian Herrera Gómez,3158434615,cristian.herrera20@gmail.com,Bogota DC,Honda,Descartado,,Retoma tu moto
LD-00823,2026-08-30 15:05:00,WHATSAPP,EMP-03,PV-015,Andrés Felipe Zapata Zapata, 3210554510 ,,Soacha,TTR 200,Cotización enviada,31/08/2026 21:05,
LD-00824,2026-08-31 16:15:00,WhatsApp,EMP-03,PV-012,WILMAR ZAPATA RODRÍGUEZ,3106774395,,Bogotá,Bajaj Pulsar,En proceso,01-09-2026,Prima Extra
LD-00825,2026-08-26 06:43:00,WhatsApp,EMP-03,PV-014,KATHERINE MOSQUERA MUÑOZ,300-140-2326,katherine.mosquera34@outlook.com,bogotá,V-Strom 250,Sin gestión,,Prima Extra
LD-00826,05/09/2026 06:54,WHATSAPP,EMP-03,PV-013,WILMAR GIRALDO BEDOYA,573183760432,,Bogotá,Bajaj Pulsar RS 200,no contesta,09/05/2026 07:54,
LD-00827,08/07/2026 22:49,WhatsApp,EMP-03,PV-011,  Yesenia Gómez Pérez  ,3054568923,,Bogotá D.C.,hero hunk 160r,no contesta,08-08-2026,Retoma tu moto
LD-00828,30/08/2026 03:58,whatsapp,EMP-02,PV-009,  Juan Carlos Zapata Agudelo  ,(318) 126-3880,,Sta Marta,Bajaj Pulsar NS 160 2026,no contesta,31-08-2026,
LD-00829,14-08-2026,WhatsApp,EMP-02,PV-009,Sebastián Vargas Muñoz,3200082173,sebastian.vargas30@outlook.com,SANTA MARTA,Hero Eco Deluxe 100,En proceso,2026-08-14 13:03:00,Agosto Cero Cuotas
LD-00830,2026-08-22T02:37:00,WhatsApp,EMP-03,PV-014,FABIÁN BEDOYA FRANCO,3221193836,,,,contactado,2026-08-23 08:37:00,
LD-00831,30/08/2026 08:17,WhatsApp,EMP-02,PV-008,DIANA CAROLINA BETANCUR AGUDELO,(313) 946-8698,,Cartagena,Hnda CB 190R,Sin gestión,,
LD-00832,09/05/2026 03:46,Meta Ads,EMP-03,PV-012,Angie Paola Arias Quintero,3234451503,,Bogota,AKT Dynamic R3 125,Cotización enviada,2026-09-05T21:46:00,Prima Extra
LD-00833,15/08/2026 01:56,Meta Ads,EMP-03,PV-012,KEVIN ESCOBAR AGUDELO,3235979245,,bogotá,Honda XRE 300,SIN GESTION,,
LD-00834,2026-08-08 06:36:00,WhatsApp,EMP-03,PV-013,Katherine Franco Restrepo,315-308-5079,,bogotá,AKT Dynamic R3 125 2026,Cotización enviada,2026-08-11T06:36:00,Remate Modelos 2025
LD-00835,08/24/2026 00:10,WhatsApp,EMP-01,PV-002,  Luz Marina Torres Muñoz  ,305-940-7111,,Itagui,Honda Dio 110,sin gestion,,Prima Extra
LD-00836,30-08-2026,Meta Ads,EMP-02,PV-007,Paula Andrea Hernández Bedoya,311 446 1227,paula.hernandez42@yahoo.es,Soledad,Hero Hunk 160R 2026,No contesta,30/08/2026 12:54,Remate Modelos 2025
LD-00837,12/08/2026 06:23,WHATSAPP,EMP-03,PV-015,  Kevin Londoño Pérez  ,3183411847,,Soacha,Hero Xpulse 200,Cotización enviada,2026-08-12T18:23:00,Remate Modelos 2025
LD-00838,17/08/2026 01:13,formulario web,EMP-03,PV-014,Jorge Iván Marín Vargas,+57 317 3201919,,BOGOTA,honda navi,Descartado,08/18/2026 01:13,Remate Modelos 2025
LD-00839,16-08-2026,Meta Ads,EMP-01,PV-004,Leidy Johana Castaño Betancur,(317) 619-1344,leidy.castano31@outlook.com,Rio Negro,Bajaj Dominar 400,sin gestion,,
LD-00840,2026-08-14 23:21:00,WhatsApp,EMP-02,PV-008,Camilo Muñoz Rodríguez,300 264 2870,,Cartagena,BAJAJ PULSAR NS 125,Sin gestión,,
LD-00841,2026-08-21 07:01:00,Formulario Web,EMP-01,PV-005,Vanessa Salazar Mosquera,573177314335,,Medellin,Honda CB 190R,Descartado,23-08-2026,Agosto Cero Cuotas
LD-00842,2026-09-09 19:17:00,WhatsApp,EMP-03,PV-011,JULIÁN HERNÁNDEZ CASTAÑO,573501698461,julian.hernandez36@hotmail.com,Bogota,,Contactado,2026-09-12 19:17:00,
LD-00843,2026-09-07 19:27:00,WhatsApp,EMP-03,PV-011,  Erika Castaño Marín  ,(318) 619-9917,,Bogotá,Hnda XRE 300,En proceso,08/09/2026 07:27,Prima Extra
LD-00844,19/08/2026 17:44,WhatsApp,EMP-01,PV-004,SEBASTIÁN RAMÍREZ ARIAS,3045762258,sebastian.ramirez82@outlook.com,RIONEGRO,honda xre 300,Contactado,19/08/2026 19:44,Remate Modelos 2025
LD-00845,2026-08-09 09:41:00,WhatsApp,EMP-02,PV-009,  Yuliana Londoño Muñoz  ,3517875802,yuliana.londono33@yahoo.es,,AKT,En proceso,08/09/2026 11:41,Retoma tu moto
LD-00846,2026-08-14 10:40:00,WhatsApp,EMP-01,PV-003,Fabián Osorio Giraldo,312 291 1665,fabian.osorio35@hotmail.com,BELLO,Honda CB 125F Twister,Descartado,2026-08-14 11:40:00,Retoma tu moto
LD-00847,19-08-2026,WhatsApp,EMP-03,PV-011,Édinson Cardona Ramírez,313-741-1537,,Bogota DC,,Descartado,2026-08-20 12:51:00,
LD-00848,09-08-2026,WhatsApp,EMP-02,PV-007,Erika Zapata Franco,3504961191,erika.zapata87@yahoo.es,Soledad,Bajaj Pulsar RS 200,Cotización enviada,2026-08-11T15:18:00,Retoma tu moto
LD-00849,03-08-2026,WHATSAPP,EMP-01,PV-001,Angie Paola Ospina Ospina,(305) 370-4419,,medellin,Bajaj Boxer CT 100,Sin gestión,,Remate Modelos 2025
LD-00850,2026-08-11 23:47:00,WhatsApp,EMP-03,PV-014,Natalia Torres Ramírez,3511956108,,bogotá,AKT Dynamic R3 125,Contactado,14-08-2026,
LD-00851,15/08/2026 13:42,WhatsApp,EMP-02,PV-008,Duván Salazar Valencia,323-755-4062,,Cartagena,honda xre 300,Contactado,,Prima Extra
LD-00852,2026-08-07 19:51:00,Formulario Web,EMP-01,PV-003,Brayan Torres Mosquera,3004889437,brayan.torres19@gmail.com,BELLO,AKT Evo RS 150 2026,En proceso,2026-08-09T19:51:00,
LD-00853,2026-08-24 16:57:00,WhatsApp,EMP-03,PV-013,Jhon Jairo Salazar Agudelo,573239784332,,Bogota,Xpulse 200,sin gestion,,Agosto Cero Cuotas
LD-00854,06/09/2026 08:02,WHATSAPP,EMP-02,PV-007,Édinson Jiménez Bedoya,3115708479,edinson.jimenez19@yahoo.es,SOLEDAD,SUZUKI GIXXER 150,Cotización enviada,09/06/2026 14:02,Agosto Cero Cuotas
LD-00855,2026-08-18 16:53:00,WhatsApp,EMP-02,PV-009,Alexander Rodríguez,3130651448,,Santa Marta,BAJAJ DISCOVER 125,Sin gestión,,Feria de Motos 2026
LD-00856,2026-08-07 12:58:00,Formulario Web,EMP-01,PV-004,  María Fernanda Ospina Correa  ,305-681-7572,,RIONEGRO,Hero Hunk 160R 2026,Sin gestión,,
LD-00857,27-08-2026,WHATSAPP,EMP-02,PV-010,Julián Valencia Jiménez,(300) 105-3654,julian.valencia93@outlook.com,MONTERIA,,En proceso,27-08-2026,Feria de Motos 2026
LD-00858,22/08/2026 21:55,WhatsApp,EMP-03,PV-012,Paula Andrea Castaño Pérez,300 066 8089,paula.castano15@hotmail.com,Bogotá D.C.,Hero Hunk 160R,Contactado,08/22/2026 22:55,Remate Modelos 2025
LD-00859,30-08-2026,WhatsApp,EMP-01,PV-005,JHON JAIRO RODRÍGUEZ LONDOÑO,323 211 9696,jhon.rodriguez24@outlook.com,,Bajai Discover 125,Contactado,2026-08-30T17:46:00,Retoma tu moto
LD-00860,2026-08-19 02:51:00,Meta Ads,EMP-02,PV-006,Liliana Betancur Restrepo,3051224727,,barranquilla,AKT Dynamic R3 125,Contactado,2026-08-19 04:51:00,Remate Modelos 2025
LD-00861,2026-08-28 15:22:00,WhatsApp,EMP-01,PV-004,Carlos Mario Betancur Giraldo,311 638 0980,carlos.betancur17@hotmail.com,Rio Negro,Bajaj Boxer CT 100,Contactado,2026-08-28T21:22:00,Feria de Motos 2026
